domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
12,1,1,0,22,1,4,1,3.251629167
16,5,0,0,0,3,3,0,3.280639062
36,6,1,4,14,6,6,3,4.141604168
23,2,0,0,0,2,3,0,3.588354347
26,2,0,0,0,2,15,0,3.613337314
25,2,1,0,1,2,5.5,1,3.78346519
7,2,1,0,6,1,4,0,2.521640636
13,1,0,0,0,1,9,0,3.238901257
12,3,0,0,0,2,2,0,2.918295834
18,1,0,0,4,1,14,0,3.350209029
20,2,0,0,1,2,14,0,3.88418372
40,6,1,2,1,5,6,0,3.778212946
20,2,0,0,1,2,11,0,3.621928095
15,2,0,0,0,2,9,0,2.973557262
22,3,0,0,2,2,8,0,3.697845823
39,7,1,3,11,5,6,3,4.121707912
14,3,0,0,3,1,10,3,3.039148672
13,3,1,5,9,1,9,0,3.238901257
11,2,0,2,19,1,7,0,2.913977073
12,2,0,0,0,2,3,0,2.688721876
15,5,0,0,0,1,11,0,3.240223929
20,10,0,3,26,2,3,0,3.446439345
14,3,0,0,0,2,3,0,3.039148672
12,1,0,0,0,1,8,0,3.251629167
16,3,0,3,2,2,5,0,3.452819531
11,3,0,0,1,1,7,0,3.277613437
13,2,0,0,24,1,9,0,3.334679141
16,2,0,3,1,1,12,0,3.375
27,2,0,0,2,2,15,2,3.810081021
19,4,0,0,0,2,3,0,3.391892645
9,3,0,3,0,1,6,0,2.641604168
25,2,0,0,1,2,15,0,3.78346519
19,5,0,0,0,2,13,0,3.471354487
20,1,0,0,21,1,17,0,3.546439345
13,6,1,7,8,2,3,0,2.565448372
21,1,2,1,21,1,17,0,3.558518613
25,3,0,2,2,2,3,0,3.323074189
22,2,2,0,0,1,18,0,3.572623664
16,1,1,0,3,1,13,2,3.452819531
16,3,0,0,0,1,12,0,3.375
15,5,0,0,23,3,3,0,3.272905595
16,2,0,0,0,1,12,0,2.983458593
30,7,0,2,20,5,3,0,3.936243413
18,6,0,0,0,1,14,0,3.239097918
19,3,11,0,0,1,15,0,3.721611724
9,3,0,4,12,1,5,0,2.947702779
18,2,0,0,0,2,8,0,3.197159723
25,7,0,0,0,3,3,0,3.78346519
23,2,0,0,0,2,3,0,3.381620108
15,2,0,0,0,1,11,0,3.323231429
30,5,2,0,0,2,3,0,3.669576746
13,1,1,0,0,1,4.5,0,3.026986833
20,6,0,2,1,3,3,0,3.30869497
28,8,1,3,1,5,2,0,3.767375798
19,1,2,0,1,1,4.333333333,0,3.366091329
17,5,0,1,8,3,3,0,3.410417253
30,4,0,2,0,3,13,0,3.56001153
29,2,0,0,0,2,23,0,3.509035634
24,2,0,0,3,1,20,0,3.740601563
24,6,2,1,0,2,3,0,3.918295834
33,5,1,0,1,5,8,0,3.942438726
28,4,0,2,3,3,14,0,3.668986958
13,2,0,0,3,1,9,0,3.39274741
26,3,0,0,0,3,11,0,3.796217603
36,6,1,0,0,5,6,0,3.847434988
13,3,1,0,0,2,3,0,3.026986833
18,1,0,0,1,1,15,0,3.281036113
15,4,1,0,0,2,3,0,3.189898095
17,2,1,0,19,2,6,0,3.263933429
14,2,0,0,0,1,10,0,3.378783493
22,7,0,0,1,3,3,0,3.663532755
18,3,0,0,0,2,7,0,3.725480557
11,1,1,0,0,1,3.5,0,3.027169118
40,2,2,3,0,2,11.5,0,4.177567157
23,2,3,0,1,2,7,0,3.914866304
23,3,1,2,4,2,14,0,3.762267391
30,3,0,0,1,2,21,0,3.856564762
21,3,2,0,4,2,7,0,4.011365042
12,2,0,0,2,1,8,1,3.418295834
30,7,0,2,26,5,3,0,4.00291008
9,6,1,1,2,1,5,0,2.641604168
12,3,0,0,0,1,8,0,3.251629167
6,1,0,0,2,1,3,0,2.584962501
30,5,0,2,1,4,6,0,3.498068512
19,2,1,0,38,2,12,0,3.431623566
13,2,0,0,1,1,9,0,3.085055103
17,3,1,0,0,2,3,0,3.572469459
16,2,1,0,5,1,6,0,3.75
14,2,1,0,4,1,5,0,3.521640636
31,6,2,0,11,2,3,0,3.708093392
24,3,0,0,0,2,4,0,3.653107168
13,2,0,0,1,1,9,0,3.39274741
12,1,0,0,0,1,8,0,3.084962501
19,5,0,0,0,2,3,0,3.40582225
16,2,0,0,3,2,4,0,3.25
31,3,2,0,5,2,5,5,4.091135423
27,3,0,0,0,2,3,0,3.35213554
25,3,0,0,3,3,10,0,3.452878689
21,3,3,1,3,2,3,0,3.463280518
21,6,1,0,13,2,3,0,3.594465637
17,1,0,0,0,1,13,0,3.4548224
11,4,0,2,1,1,7,0,3.095795255
27,1,1,0,20,1,23,0,3.884155095
6,2,0,0,0,2,29,0,3.471354487
13,1,0,0,12,1,9,0,3.026986833
16,1,2,0,1,1,5.5,0,3.155639062
12,2,0,1,27,1,8,0,3.188721876
28,4,1,1,25,3,9,0,4.06610894
20,1,1,0,0,1,7.5,0,3.621928095
19,3,1,0,0,2,3,0,3.576617645
15,4,1,0,1,2,3,0,3.323231429
13,4,0,0,28,3,3,3,2.87314068
19,3,8,0,22,2,3,0,3.471354487
23,2,0,0,0,2,16,0,3.588354347
14,4,0,0,4,2,3,0,3.324862958
19,2,0,0,0,1,15,0,3.576617645
14,1,0,0,4,1,10,0,3.182005815
31,2,0,0,3,2,23,2,4.042433004
13,2,0,0,1,1,9,0,3.39274741
14,2,0,0,24,2,3,0,3.182005815
12,2,0,0,47,1,8,0,2.918295834
27,6,0,0,0,2,3,0,3.736006946
15,1,0,0,24,1,11,0,3.506890596
24,3,0,0,0,2,17,0,3.636842188
12,2,0,1,1,1,9,1,3.418295834
20,3,3,0,10,1,4.666666667,4,3.78418372
21,2,0,0,4,2,9,0,3.368042423
19,4,2,0,24,2,3,0,3.471354487
27,2,1,0,0,1,11.5,0,3.736006946
13,7,1,7,8,2,3,0,2.623516641
15,2,0,0,0,1,12,0,3.323231429
14,4,0,0,0,2,6,0,3.521640636
13,2,0,2,20,1,9,0,3.39274741
7,2,0,0,0,1,4,0,2.807354922
21,1,0,0,0,1,17,0,3.499227542
9,1,0,0,0,1,6,0,2.947702779
27,2,1,0,0,1,23,0,3.633974076
17,3,0,0,1,2,3,0,3.175123135
16,1,0,0,0,1,9,0,3.030639062
6,1,0,0,1,1,3,0,2.584962501
15,3,1,3,30,1,12,0,3.189898095
24,2,1,0,2,2,3,0,3.65726823
17,2,0,2,7,1,14,0,3.499227547
13,6,1,7,8,2,3,0,3.026986833
15,5,0,0,0,1,11,0,3.323231429
2,4,0,2,7,3,2,0,3.845350937
12,2,0,0,19,1,8,0,2.855388542
27,4,0,0,0,4,1,0,3.429908335
16,2,0,3,1,1,12,0,3.452819531
12,2,0,1,26,1,8,0,3.022055209
22,4,0,0,30,3,5,0,3.788754914
13,2,0,1,19,2,6,0,3.39274741
33,5,1,0,1,5,8,0,3.942438726
11,3,1,0,0,2,2,0,2.913977073
17,2,0,0,0,2,3,0,3.292770194
18,2,1,0,0,1,14,0,3.419381946
16,1,0,1,36,1,13,0,3.375
12,3,0,0,0,2,5,0,3.251629167
30,4,1,1,0,3,3,0,3.989898095
29,3,1,0,6,3,6.5,0,4.090234012
13,3,0,0,10,3,3,3,2.87314068
16,3,1,0,0,2,3,0,3.452819531
24,1,1,1,1,1,20,0,3.272055209
23,2,0,0,4,2,8,1,4.055958152
14,2,0,0,1,1,10,0,3.235926351
30,2,0,0,3,2,12,0,3.923231429
13,2,0,0,1,1,9,0,3.39274741
11,1,0,0,1,1,7,0,3.459431619
20,2,0,0,0,2,4,0,3.58418372
33,4,1,0,0,3,3,0,3.945464952
11,6,2,3,43,1,8,0,3.277613437
20,1,2,0,1,1,16,0,3.88418372
13,2,0,0,1,1,9,0,3.085055103
23,4,1,0,3,3,3,0,3.849223912
30,2,0,0,0,2,17,0,3.806238929
23,3,1,0,0,3,3,0,3.696624999
15,2,0,0,0,2,8,0,3.189898095
11,1,1,1,0,1,3,0,2.845350937
22,5,0,1,0,4,2,0,3.334209459
13,4,0,0,2,3,3,0,2.968918564
9,5,1,7,8,1,5,0,2.947702779
20,1,0,0,18,1,16,0,3.241446071
27,3,0,0,0,3,3,0,3.930270372
16,6,1,1,2,2,3,0,3.327819531
26,4,0,0,0,3,4,0,3.902174814
14,7,1,1,2,2,3,0,2.896291529
24,7,1,3,1,4,3,0,3.803508855
20,2,0,0,0,2,4,0,3.58418372
26,2,1,0,0,2,6,0,3.734308354
15,5,3,1,3,1,11,0,3.189898095
14,3,1,0,0,1,4.5,0,3.4677201
31,4,1,0,16,3,8,0,4.014860327
23,3,1,0,0,3,5,0,3.046424197
7,3,1,1,3,1,4,1,2.807354922
37,2,0,0,19,2,8,0,4.057313082
10,2,0,0,0,1,7,0,3.121928095
25,5,0,0,2,4,10,1,3.78346519
27,1,0,0,0,1,23,0,3.754163428
9,5,0,0,1,1,5,0,2.947702779
12,2,0,0,0,1,8,0,3.188721876
11,5,1,1,2,1,7,0,3.277613437
19,4,1,0,0,3,3,0,3.431623566
17,2,0,0,0,2,2,0,3.499227547
10,6,1,0,0,3,10.5,0,3.810081021
14,3,0,0,0,2,5,0,3.235926351
21,1,2,1,21,1,17,0,3.558518613
10,2,0,0,0,1,7,0,3.321928095
9,2,0,2,0,1,5,0,2.947702779
21,2,0,1,0,2,11,0,3.403989446
10,2,0,0,0,1,7,0,3.121928095
24,2,1,0,0,2,3,0,3.65726823
18,3,1,0,0,1,14,0,3.377443751
24,1,0,0,5,1,20,0,3.553508855
15,6,1,7,8,2,3,0,3.106890596
12,2,0,1,28,1,8,0,3.251629167
18,2,1,0,20,1,14,0,3.086048612
12,5,0,1,1,1,9,0,3.084962501
15,3,0,1,26,2,6,0,3.189898095
14,3,0,0,0,2,3,0,3.182005815
9,3,0,0,2,2,2,1,2.947702779
19,3,0,0,24,1,15,0,3.260828171
17,3,0,0,10,3,3,0,3.057476076
34,5,0,0,0,4,3,0,3.807763576
32,3,0,0,31,2,16,10,4.179229297
11,1,0,0,0,1,6,0,3.095795255
16,2,1,1,0,1,12,0,3.5
24,1,1,0,19,1,9.5,0,3.605388542
12,6,1,1,4,2,3,0,3.022055209
36,3,0,0,0,3,3,0,3.909256169
14,1,0,0,0,1,10,0,3.235926351
29,2,1,0,24,2,19,0,3.538509874
33,3,0,0,0,3,18,0,3.84712821
34,2,1,2,11,1,30,0,3.738218636
31,3,0,0,4,2,21,2,3.999046618
14,4,1,0,23,1,9,1,3.521640636
11,2,0,0,0,1,8,0,2.663532755
8,2,0,0,0,2,24,0,3.576617645
10,1,0,0,0,1,6,0,3.121928095
13,3,0,1,0,1,8,0,3.546593564
18,4,1,3,0,2,7,0,3.503258335
9,2,1,0,20,1,5,0,2.947702779
13,2,0,0,5,1,9,0,3.39274741
16,1,0,0,0,1,11,0,3.5
22,2,0,6,15,2,3,0,3.879664005
14,3,1,14,5,2,8,0,3.378783493
17,7,1,1,1,2,3,0,3.572469459
11,1,0,0,1,1,7,0,3.459431619
19,2,0,4,22,2,3,0,3.681880803
33,5,2,0,1,5,8,0,3.942438726
10,2,0,3,1,1,6,1,3.321928095
17,4,0,0,0,2,5,0,3.057476076
37,4,0,0,0,4,3,0,3.499069244
13,4,0,0,7,2,3,0,3.180832987
17,1,0,3,53,1,12,0,3.292770194
15,2,0,0,5,1,11,0,3.323231429
11,3,0,4,12,1,7,0,3.277613437
24,2,1,0,20,1,20,2,3.938721876
20,10,0,3,26,2,3,0,3.446439345
33,5,1,0,1,5,8,0,3.942438726
32,4,1,0,15,2,9,0,3.780639062
19,1,1,0,0,1,7,0,3.721611724
15,1,1,0,0,1,4.5,0,3.323231429
14,5,1,0,1,1,4.5,0,3.521640636
14,6,1,1,5,2,3,0,3.324862958
23,4,0,0,0,3,3,0,3.381620108
35,6,0,0,29,4,10,1,3.783014003
22,3,0,0,2,2,11,1,3.823067982
23,2,1,0,19,2,3,0,3.675310869
13,1,0,0,0,1,9,0,3.180832987
29,5,4,1,6,2,4,0,3.78834134
18,4,1,0,1,1,14,0,3.239097918
22,2,0,0,0,1,18,0,3.732158891
16,6,0,0,21,2,4,0,3.25
31,5,4,5,11,4,2,0,3.808719697
26,8,1,3,1,5,2,0,3.734308354
25,2,2,0,6,1,6.333333333,6,3.92385619
9,5,1,1,2,1,5,0,3.169925001
18,2,0,0,3,2,8,0,3.419381946
24,2,2,0,4,2,5.333333333,4,3.751629167
13,2,0,0,2,1,9,0,3.39274741
23,3,0,0,1,2,3,0,3.588354347
15,3,0,1,0,2,3,0,3.323231429
16,1,0,0,0,1,12,0,3.5
17,3,0,0,0,2,3,0,3.219528282
16,3,1,0,0,2,9,0,3.327819531
13,2,2,1,18,1,9,0,3.39274741
16,3,0,0,4,2,7,1,3.077819531
15,2,1,1,0,1,5,0,3.056564762
41,6,0,0,20,6,7,0,3.821119847
29,3,1,1,0,2,3,0,3.650410305
20,2,0,0,0,2,13,0,3.48418372
15,7,1,1,2,2,3,0,3.189898095
18,3,0,0,0,3,3,0,3.155221529
10,2,0,7,2,1,6,0,2.721928095
10,1,0,0,0,1,7,0,2.846439345
9,1,0,0,0,1,6,0,3.169925001
24,2,0,0,1,2,15,0,3.740601563
17,4,0,0,0,3,3,0,3.013070929
24,2,1,0,0,2,6,0,3.65726823
11,3,1,5,11,1,7,0,3.095795255
12,2,0,1,7,1,8,0,3.084962501
16,1,0,0,0,1,12,0,3.327819531
13,2,0,0,2,1,9,0,3.39274741
12,1,0,0,0,1,8,0,3.251629167
16,1,0,2,8,1,12,0,3.5
17,2,0,0,1,2,2,0,3.616874606
33,7,0,0,0,6,2,0,3.596683892
16,5,0,0,0,2,3,0,3.202819531
18,4,0,0,1,3,3,0,3.350209029
9,2,1,0,0,1,5,0,2.725480557
14,4,0,0,0,2,4,0,3.039148672
31,4,1,0,0,3,3,0,3.937751955
22,3,1,1,3,2,6,0,3.732158891
18,6,0,2,0,2,3,0,3.308270835
25,2,0,4,20,2,3,0,3.70346519
18,4,0,0,0,2,11,0,3.350209029
9,2,1,2,39,1,5,1,2.947702779
9,5,1,1,2,1,5,0,2.947702779
18,3,0,0,0,2,3,0,3.308270835
10,3,0,0,4,1,6,0,2.921928095
31,7,4,13,10,4,7,0,3.744203568
9,1,0,0,0,1,5,0,3.169925001
6,1,0,0,1,1,3,0,2.584962501
19,2,0,0,3,2,8,3,3.391892645
27,3,1,0,0,3,9,0,4.032303243
7,2,0,0,0,1,4,0,2.807354922
32,2,0,0,53,2,16,10,4.007048828
16,2,0,0,0,1,12,0,3.452819531
15,2,1,0,3,1,11,3,3.456564762
16,3,0,0,20,2,4,0,3.25
9,4,0,0,1,1,5,0,2.641604168
19,2,0,0,0,1,16,0,2.970840013
32,2,1,0,0,2,9,0,3.801108501
14,2,4,0,14,1,10,3,3.521640636
21,3,0,0,4,2,14,4,3.594465637
36,8,3,3,1,4,2,0,3.662573265
16,2,1,0,0,1,13,0,3.327819531
19,3,0,1,9,2,12,7,3.471354487
20,4,0,0,0,3,3,0,3.50869497
9,4,0,6,7,1,5,0,2.641604168
14,5,0,0,0,2,3,0,2.985228136
25,4,0,0,1,3,3,0,3.91326969
33,3,3,4,43,3,10,3,4.081532377
19,2,2,0,0,1,15,0,3.176110252
16,2,0,0,0,2,10,0,3.327819531
13,2,0,0,2,1,9,0,3.39274741
23,2,0,0,0,1,19,0,3.621175543
24,2,0,0,0,2,3,0,3.688721876
39,7,1,3,20,5,6,3,4.160420091
28,4,0,0,0,3,5,0,3.79790269
17,2,0,0,0,2,4,0,3.572469459
32,5,1,0,16,4,8,0,3.976409766
25,2,2,1,0,2,3,0,3.86346519
21,3,0,0,0,2,3,0,3.499227542
20,3,0,0,0,2,11,0,3.621928095
24,2,0,0,1,2,15,0,3.720175521
30,3,0,0,0,3,13,0,3.581076012
17,1,0,1,13,1,13,0,3.381580488
20,3,2,0,6,2,3,0,3.646439345
16,3,1,0,0,2,10,0,3.5
12,2,1,0,0,1,4,0,3.251629167
27,3,0,0,8,1,24,0,3.429908335
19,4,2,0,3,2,12,0,3.155565013
17,3,1,0,0,1,13,0,3.381580488
19,2,1,0,0,2,7,0,3.141635408
18,4,0,0,0,2,3,0,3.683542362
22,5,0,0,0,1,19,0,3.226730915
29,4,0,0,0,3,3,0,3.900241771
25,2,0,0,0,1,21,0,3.83326969
14,3,0,1,2,2,5,0,3.324862958
26,2,1,0,0,1,22,0,3.551428065
14,3,1,0,1,2,3,0,3.039148672
35,6,0,0,27,4,10,2,3.957295874
29,2,2,0,0,2,4.666666667,0,3.978333581
13,1,1,0,0,1,9,0,3.334679141
8,1,0,0,1,1,5,1,2.75
18,1,0,0,0,1,14,0,3.392147224
22,2,0,1,11,1,18,0,3.572623664
18,1,1,0,0,1,6.5,0,3.302722753
16,1,0,1,0,1,11,0,3.25
30,5,0,0,0,4,6,0,3.394087996
30,2,3,4,6,2,7,0,3.511080496
30,2,0,0,2,2,14,2,3.711080496
35,6,1,0,0,5,3,0,3.643111233
23,2,0,0,1,2,16,0,3.882045108
10,3,2,0,0,2,14,0,4.047299098
13,2,0,0,18,1,9,0,3.546593564
21,2,4,0,0,2,14,0,3.403989446
13,2,0,0,3,1,9,0,3.39274741
13,3,0,0,0,1,10,0,3.180832987
16,3,1,0,5,2,3,0,3.202819531
20,4,0,0,30,3,6,0,3.546439345
11,2,2,2,85,1,3.5,2,3.095795255
27,2,0,0,0,2,3,0,3.856196298
17,2,1,0,21,2,3,0,3.146286371
24,3,2,1,1,1,9,0,3.403107168
25,6,0,0,2,4,3,0,3.62346519
22,2,0,0,0,1,18,0,3.606936732
29,1,2,0,0,1,7.666666667,0,3.978333581
33,5,2,0,1,5,8,0,3.942438726
15,3,2,0,0,2,8,0,3.506890596
24,3,0,1,2,2,3,0,3.486440502
16,2,0,0,0,2,3,0,3.327819531
13,2,0,0,2,1,9,0,3.39274741
20,1,2,0,1,1,16,0,3.88418372
16,4,0,0,7,3,3,0,3.030639062
31,4,0,0,0,3,3,0,3.679687439
33,6,0,0,8,5,3,0,4.16198759
15,4,0,0,12,3,3,3,2.923231429
18,2,0,0,0,1,14,0,3.281036113
13,2,1,0,0,1,9,0,3.026986833
18,4,1,0,4,3,3,0,3.26633264
10,1,0,0,0,1,6,0,2.846439345
11,2,0,0,0,1,7,0,3.095795255
13,2,0,0,1,1,9,0,3.39274741
19,3,0,0,2,2,9,0,3.195295934
36,6,1,0,0,5,6,0,3.840083252
19,3,0,0,4,2,6,4,3.536886724
12,5,1,1,3,1,8,0,2.918295834
22,3,1,3,5,2,5,0,4.004886164
25,3,0,0,0,3,3,0,3.70346519
26,3,1,0,0,2,3,0,3.950063756
18,2,0,0,5,2,5,0,3.350209029
15,1,0,0,0,1,11,0,3.323231429
28,2,0,0,0,2,16,0,3.807354922
13,2,0,0,1,1,9,0,3.39274741
22,2,0,0,0,1,18,0,3.754441846
21,1,0,0,0,1,17,0,3.403989446
23,1,0,0,6,1,19,0,3.882045108
11,1,1,1,4,1,3.5,2,3.095795255
14,4,1,0,0,3,3,0,3.128085279
16,2,0,0,0,2,3,0,3.155639062
26,2,0,0,0,1,22,0,3.979097891
18,3,0,0,26,2,8,0,3.725480557
13,2,0,5,18,1,9,0,3.085055103
23,2,2,0,0,1,5.666666667,0,3.621175543
14,7,1,1,2,2,3,0,2.896291529
15,2,0,0,10,1,11,0,3.323231429
19,1,4,1,5,1,15,0,3.681880803
20,3,0,1,2,2,3,0,3.446439345
36,6,1,3,11,6,6,3,4.065079515
20,1,0,0,0,1,15,0,3.38418372
13,7,1,1,2,2,3,0,2.87314068
24,2,2,0,0,2,3,0,3.403107168
16,6,1,0,0,2,3,0,3.202819531
29,3,0,0,0,2,3,0,3.578001151
26,1,1,0,2,1,22,0,3.407761238
25,4,3,2,34,3,3,0,3.67326969
27,2,0,0,2,2,15,2,3.676390633
6,2,0,0,5,1,3,0,2.584962501
13,2,0,0,4,1,9,0,3.39274741
35,2,0,0,15,2,29,15,4.104302932
27,2,2,0,1,2,4,1,3.986187965
22,3,0,0,0,2,3,0,3.663532755
9,1,1,0,0,1,2,0,3.169925001
13,2,0,0,2,1,9,0,3.39274741
9,4,0,0,4,3,28,3,3.308270835
23,3,0,0,4,2,3,0,3.675310869
16,2,0,0,0,2,3,0,3.327819531
15,1,0,0,8,1,11,0,3.323231429
23,3,0,0,0,2,3,0,3.795088586
37,3,0,0,0,3,3,0,3.918252352
25,3,1,0,0,2,3,0,3.62346519
17,3,0,0,0,3,3,0,3.013070929
23,6,1,7,8,4,2,0,3.120750543
14,3,0,0,0,2,7,0,3.235926351
19,3,0,0,0,3,6,0,3.326360408
17,2,1,1,1,1,6,0,3.4548224
14,2,0,1,1,1,10,1,3.521640636
13,2,0,0,2,1,9,0,3.39274741
25,2,1,0,0,1,10,0,3.619470571
29,2,0,0,2,2,16,2,3.978333581
20,3,0,0,0,2,10,0,3.421928095
14,4,0,0,11,3,3,3,2.610577243
20,3,0,2,0,3,4,0,3.40869497
19,7,1,7,8,2,3,0,3.576617645
27,3,2,0,0,2,8,0,3.838039817
28,1,1,0,0,1,11,0,3.637537511
27,2,0,0,27,2,10,0,3.676390633
11,2,0,2,21,1,7,0,3.277613437
21,3,0,0,0,2,15,0,3.653756708
37,2,0,0,1,2,24,1,3.914422367
24,3,1,0,3,2,5.5,2,3.855388542
21,2,0,0,0,1,18,0,3.916126947
13,3,2,1,16,2,4,0,3.546593564
8,5,1,14,6,1,4,1,3
11,2,0,0,21,1,7,0,3.277613437
13,1,0,0,0,1,9,0,3.238901257
20,3,0,0,0,1,16,0,3.546439345
15,6,1,1,2,2,3,0,3.189898095
22,2,0,0,0,1,18,0,3.970573096
20,3,0,0,0,2,3,0,3.68418372
20,2,3,1,0,1,4.666666667,0,3.48418372
36,2,4,1,6,2,3.75,1,4.096891932
16,2,1,0,0,1,12,0,3.5
20,3,0,4,0,2,3,0,3.48418372
11,1,0,1,2,1,7,0,3.277613437
33,9,0,3,1,6,2,0,3.596683892
40,6,1,0,0,5,6,0,3.778212946
12,2,0,0,4,1,8,4,3.251629167
30,4,2,2,56,3,6,0,3.831401845
18,3,1,0,4,2,3,0,3.086048612
30,2,1,0,1,1,26,0,3.698068512
26,2,2,0,14,2,11,0,3.719294526
9,5,1,7,8,1,6,0,2.947702779
13,2,0,0,0,1,9,0,3.39274741
12,3,11,2,1,2,3,0,3.022055209
27,1,1,0,29,1,23,0,3.884155095
29,5,1,0,3,2,5,0,3.909368064
10,3,1,0,19,1,7,0,3.121928095
16,2,1,0,0,2,4.5,0,3.202819531
9,3,0,0,0,1,6,0,2.947702779
22,3,0,0,20,2,3,0,3.629219687
13,2,0,0,2,1,9,0,3.39274741
9,5,1,7,8,1,5,0,3.169925001
13,6,0,1,1,2,3,0,2.565448372
13,2,0,1,29,1,9,0,3.238901257
28,5,1,0,0,5,2,0,3.767375798
36,6,1,4,14,6,6,3,4.006749919
15,5,1,0,1,3,3,0,3.006238929
39,7,1,4,14,5,6,3,4.141064001
17,1,0,0,0,1,13,0,3.616874606
21,7,1,1,0,3,3,0,3.653756708
25,3,1,0,0,2,18,0,3.65366069
32,5,1,1,6,4,3,0,4.038909766
20,6,1,1,0,2,3,0,3.203701696
21,4,0,0,0,3,3,0,3.403989446
26,2,0,0,1,2,17,1,3.565448372
14,5,0,2,41,2,3,0,3.182005815
28,4,2,4,7,3,3,0,3.842370993
17,3,0,0,2,3,7,0,3.410417253
34,3,2,3,53,2,7.5,0,4.138502179
37,3,2,0,2,2,6,0,3.825148475
31,3,0,0,0,3,3,0,3.692279682
18,5,0,0,0,2,3,0,3.044110418
23,2,0,0,5,2,12,0,3.588354347
14,1,0,0,24,1,10,0,3.324862958
13,6,0,0,1,2,6,0,3.238901257
13,2,0,0,3,1,9,0,3.39274741
15,1,0,0,0,1,11,0,3.640223929
32,2,2,0,0,2,3,0,3.991729297
21,3,0,0,0,2,3,0,3.141619208
21,4,1,0,26,3,5,0,3.880179923
11,6,1,7,8,2,3,0,3.095795255
9,4,1,2,5,1,5,3,2.725480557
28,3,0,0,0,3,3,0,3.601125011
26,2,1,0,0,2,12,0,3.950063756
29,2,0,0,6,2,17,6,4.349191771
32,2,0,0,22,2,3,0,3.801108501
27,2,0,0,0,2,11,0,3.736006946
26,3,1,0,0,2,3,0,3.474504988
9,2,0,0,0,1,5,0,2.947702779
14,3,0,1,3,2,6,0,3.521640636
22,5,0,0,0,1,19,0,3.226730915
26,2,0,0,2,2,15,0,3.151798853
20,3,1,14,5,2,10,0,3.921928095
24,3,0,0,0,3,3,0,3.323934896
17,3,1,1,0,2,3,0,3.263933429
13,1,0,0,0,1,9,0,3.085055103
26,7,1,3,1,5,2,0,3.657385277
17,2,0,0,52,1,13,0,3.616874606
13,2,0,0,1,1,9,0,3.39274741
10,6,1,2,0,2,3,0,3.121928095
13,2,0,0,3,1,9,0,3.39274741
17,3,0,0,0,1,13,0,3.572469459
14,2,1,0,0,2,3,0,3.039148672
18,2,1,0,26,1,15,0,3.530493057
25,2,1,0,0,2,5.5,0,3.78346519
15,1,2,0,19,1,5.5,0,3.323231429
12,2,1,0,2,1,3.5,1,3.418295834
30,5,0,2,11,4,6,0,3.498068512
8,2,1,0,0,1,5,0,2.75
18,2,1,0,2,2,4.5,2,3.392147224
23,4,1,0,0,2,3,0,3.588354347
15,2,1,1,0,2,3,0,3.323231429
41,8,4,3,0,4,2,0,3.952438822
16,2,0,1,3,1,12,1,3.5
14,7,1,1,2,2,3,0,2.896291529
30,2,2,0,2,2,5,2,4.053235913
19,2,0,0,0,2,12,0,3.471354487
15,2,1,0,3,2,9,0,3.773557262
9,3,1,7,8,1,5,0,3.169925001
24,2,2,0,0,2,3,0,3.522055209
22,2,0,0,0,2,15,0,3.697845823
17,2,1,2,21,1,13,0,3.337175341
14,5,1,1,2,1,10,0,2.985228136
12,6,1,0,0,1,8,0,3.251629167
15,3,0,0,14,2,8,0,3.506890596
31,4,1,0,3,2,6,0,3.999046618
24,3,0,1,10,2,4,0,3.653107168
24,2,0,0,0,2,17,0,3.668295834
32,8,1,3,1,6,2,0,3.819548828
13,1,0,0,7,1,9,0,3.180832987
12,3,0,0,1,2,3,0,3.022055209
19,2,1,0,0,2,3,0,3.326360408
13,2,0,0,4,1,9,0,3.39274741
17,3,0,1,8,2,8,0,3.292770194
17,4,0,0,0,2,3,0,3.4548224
22,2,0,0,1,2,3,0,3.788754914
24,1,2,1,0,1,6,0,3.970175521
15,5,1,1,0,1,11,0,3.506890596
16,2,0,0,16,2,3,0,3.327819531
14,3,0,0,1,1,11,1,3.521640636
33,4,0,2,8,2,3,0,3.385937878
13,7,0,0,3,2,3,0,2.87314068
20,1,2,0,0,1,4.666666667,0,3.446439345
25,5,0,0,31,4,3,0,3.59326969
18,2,1,0,0,1,14,0,3.350209029
27,3,1,0,0,2,6,0,3.852497577
22,1,0,0,27,1,18,3,4.004886164
6,1,0,0,0,1,3,0,2.584962501
29,3,0,0,1,2,22,0,3.767993393
22,3,0,0,1,2,3,0,3.663532755
36,6,0,5,20,5,6,0,4.027719016
20,3,0,0,0,3,3,0,3.170950594
15,5,1,1,0,1,11,0,3.506890596
13,1,1,0,0,1,4,0,3.39274741
13,6,1,1,8,2,3,0,3.180832987
22,6,0,0,2,2,3,0,3.663532755
40,5,0,0,8,4,18,4,3.82507052
19,1,1,0,0,1,7,0,3.787143961
30,7,0,2,5,5,3,0,3.869576746
21,1,0,0,0,1,17,0,3.975418018
26,2,2,0,0,2,6,0,3.825251737
11,1,0,0,3,1,7,0,3.095795255
13,2,0,0,4,1,9,0,3.39274741
12,2,0,0,0,1,8,0,3.251629167
21,2,1,0,0,2,3,0,3.463280518
24,2,0,0,0,1,20,0,3.573934896
